Nummer;Name;Land;Plz;Ort;Strasse;Telefon;Bezirk;Freigabe Verband;Freigabe Bezirk;Haftmittel;Bild;;
601122;Karl-Krüger-Halle;D;32457;Porta Westfalica;Sprengelweg 147;05706/2600;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: HSG Porta Westfalica.;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601123;Schulzentrum Rahden 1;D;32369;Rahden;Am Brullfeld 4;05771/4200;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Wasserlösliche und leicht zu entfernenden Haftmittel.;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601124;Dr.-Faust-Sporthalle;D;31675;Bückeburg;Unterwallweg 5a;05722 / 966990;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601125;Grundschule Petzen;D;31675;Bückeburg;Am Sportfeld;;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601126;Grundschule Benkhausen;D;32339;Espelkamp;Benkhauser Straße 26;05743/920242;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601127;Gymnasium Söderblom;D;32339;Espelkamp;Kantstraße 33;05772/971052;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601128;Grundschule Schnathorst;D;32609;Hüllhorst;Tengerner Straße 6;05774/1510;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601129;Sparkassen-Arena;D;32457;Porta Westfalica;Schierholzstraße 8;05706/3916280;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Der Umgang mit Haftmitteln ist im ""moderaten Umfang erlaubt""!";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601130;Sporthalle Dreifachturnhalle;D;31600;Uchte;Hambruch 1, am Freibad;05763 / 1508;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601131;Realschule Wehdem;D;32351;Stemwede;;05773/441;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601132;Minden-Nord-Stemmer;D;32425;Minden;zum Schulkamp 6;0571/48479;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Wasserlösliche Haftmittel ""Select Profcare"" ";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601133;Kreissporthalle II;D;32427;Minden;Hahler Straße 112;0571/828720;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601134;Gesamtschule Hüllhorst;D;32609;Hüllhorst;Osterstraße 7;05744/93090;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Die Gemeinde Hüllhorst erlaubt die Verwendung von wasserlöslichen Haftmitteln bis auf Widerruf.;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601135;Berufssschule Kreissporthalle;D;32549;Bad Oeynhausen;Grüner Weg/Blücherstraße;05731/26524 oder 0151/25083171;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601136;Espelkamp Erlengrund;D;32339;Espelkamp;Gabelhorst 38;05772/6702;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601137;Grundschule Hille (alt Hille 2);D;32479;Hille;Schlandorfstraße 26a;05703 / 920571;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Wasserlösliche Haftmittel. ;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601138;Schulzentrum Rahden 2;D;32369;Rahden;Am Brullfeld 10;05771/4200;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601139;Sporthalle Waldschule;D;32339;Espelkamp;Koloniestraße 63;05772/99134;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601140;Sporthalle Wittekind Gymnasium;D;32312;Lübbecke;Ziegeleiweg 14;05741 / 296362;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601141;Schulzentrum Vlotho 1;D;32602;Vlotho;Jägerortstraße 30;05733/6010;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Wasserlösliche Haftmittel (""Blue Gear""). ";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601142;Grundschule Vlotho 2;D;32602;Vlotho;Herforder Straße 8;05733/3212;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601143;Gymnasium Vlotho 3;D;32602;Vlotho;Prof. Domagkstraße 2;05733/3146;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601144;Eidinghausen 2;D;32549;Bad Oeynhausen;Im Leingarten 29;05731 / 23327;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601145;GS Oeynhausen-Nord;D;32549;Bad Oeynhausen;In der Wiehwisch 12;05731 / 105120;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601146;Grundschule Bückeburg;D;31675;Bückeburg;Petzer Straße 43;;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601147;Pöttcherhalle;D;32423;Minden;Pöttcherstraße;;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601148;Otto-Michelsohn-Sportzentrum (Dreifachsporthalle);D;32427;Minden;Parkstraße 18;0571/829 710  ;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601149;Hille-Nord-Grundschule Nordhemmern;D;32479;Hille - Nordhemmern;Friedensweg 47;;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Wasserlösliche Haftmittel. ;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601150;Hille-Süd-Grundschule Oberlübbe;D;32479;Hille - Oberlübbe;Korfskamp 26;;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Diese Genehmigung gilt nur für:;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601151;Grundschule Tengern;D;32609;Hüllhorst;Schulstraße 25;;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
601152;Bessel-Gymnasium 2;D;32427;Minden;Hahler Straße 134;0571/828787;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603326;Erich-Kästner-Gesamtschule;D;32278;Kirchlengern;In der Mark 30;05223/789851;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603398;SpH Grundschule Quernheim;D;32278;Kirchlengern;Alte Quernheimer Straße 40;05223/761232;Handballkreis Minden-Lübbecke;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602201;Eggelandhalle;D;33184;Altenbeken;Am Hallenbad;05255/1526;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602202;Sporthalle am Inselweg;D;32832;Augustdorf;Inselweg 12;0151 / 65440897;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602203;Schulsporthalle;D;33184;Altenbeken;Gardeweg;05255/930080;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602204;Altenbeken-Schwaney;D;33184;Schwaney;Brokstraße 39;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602205;Grundschule Pivitsheider Straße;D;32832;Augustdorf;Pivitsheider Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602206;Werl-Aspe (alte Halle);D;32107;Bad Salzuflen;Paul-Schneider-Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602207;wineo-Arena;D;32832;Augustdorf;Inselweg 12;0151 / 65440897;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: nur Haftmittel der Firma Select erlaubt, wird von der SG Sandhasen Augustdorf-Hövelhof gestellt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602208;Grundschule Knetterheide;D;32107;Bad Salzuflen;Asper Platz;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602209;Turnhalle Blomberg-Gymnasium;D;32825;Blomberg;Ostring;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602210;Lohfeld I mit Tribüne;D;32108;Bad Salzuflen;Heldmanstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602211;Lohfeld II ohne Tribüne;D;32108;Bad Salzuflen;Heldmanstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: nur wasserlösliche Haftmittel erlaubt. Handball Bad Salzuflen stellt Gastmannschaften das Mittel zur Verfügung;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602212;neues Schulzentrum Aspe;D;32107;Bad Salzuflen;Paul-Schneider Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: nur wasserlösliche Haftmittel erlaubt. Handball Bad Salzuflen stellt Gastmannschaften das Mittel zur Verfügung;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602213;Schulzentrum;D;32683;Barntrup;Holstenkamp;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602214;Schulzentrum vordere Halle;D;32825;Blomberg;Ulmenallee;05235/97577;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602215;Schulzentrum Hackemack;D;32699;Extertal;Hackemackweg;05262 / 32 94;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: TSV Bösingfeld stellt Mittel zur Verfügung:;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602216;Hauptschule;D;33178;Borchen;Unter der Burg;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602217;Schulzentrum;D;33034;Brakel;Am Bahndamm;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602218;Schulzentrum hintere Halle;D;32825;Blomberg;Ulmenallee;05235/97578;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602219;Grundschule Großenmarpe;D;32825;Blomberg-Großenmarpe;Turnhallenstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602220;Leopoldinum;D;32756;Detmold;Hornsche Straße 48;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Haftmittel für Männer 1 der SG Handball Detmold erlaubt, ansonsten Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602221;Schulzentrum Mitte, hintere;D;32756;Detmold;Sprottauer Straße 9;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602222;Schulzentrum Mitte, vordere;D;32756;Detmold;Sprottauer Straße 7;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602223;Sporthalle TV 1860;D;32756;Detmold;Georg-Weerth-Straße 17;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602224;Sporthalle Felix-Fechenbach-Berufskolleg;D;32756;Detmold;Bonhoeffer Straße 7;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602225;Sporthalle Dörentrup;D;32694;Dörentrup;Mühlenstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Wasserlösliche Haftmittel;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602226;Grundschule Reelkirchen;D;32825;Blomberg;Fasanenstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602227;Grundschule Blomberg;D;32825;Blomberg;Schulstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602228;SpH Kreisberufskolleg Brakel;D;33034;Brakel;Klöcker Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602229;Turnhalle Realschule;D;37671;Höxter;An der Steinmühle;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602230;Sporthalle Krollbachschule;D;33161;Hövelhof;Am Hallenbad 6;0176 / 61980238;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602231;Sportzentrum;D;37671;Höxter;An der Steinmühle;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602232;Schulzentrum Weinkamp;D;32689;Hohenhausen;Weinkamp 14;05264/647764;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602233;Sporthalle Püngelsberg;D;32805;Horn-Bad Meinberg;Schulstrasse;05234/3343;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel für Männer 1 TV Horn-Bad Meinberg erlaubt, wird dem Gast zur Verfügung gestellt, ansonsten Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602234;Sporthalle Waldstadion;D;32805;Horn-Bad Meinberg;am Waldstadion;05234/99748;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel für Männer 1 TV Horn-Bad Meinberg erlaubt, wird dem Gast zur Verfügung gestellt, ansonsten Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602235;Turnhalle am Hallenbad;D;33161;Hövelhof;Staumühler Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602236;Sporthalle Hornsiek;D;32694;Dörentrup;Hornsiek 22;05265/267;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602238;Turnhalle Müssen;D;32791;Lage;Hörster Straße 9;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602239;Schulzentrum Werreanger -neu-;D;32791;Lage;Breite Str.;05232/95020;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602240;Schulzentrum Werreanger;D;32791;Lage;Breite Str.;05232/95020;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602241;Phoenix-Contact-Arena;-;32657;Lemgo;Bunsenstraße 39;05261/978010;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602242;Volker-Zerbe-Halle (Sporthalle Heldmannskamp);D;32657;Lemgo;Kleiststraße;05261/947616;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602243;Marianne-Weber-Schule;D;32657;Lemgo;Franz-Liszt-Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602244;Schulzentrum;D;33818;Leopoldshöhe;Schulstraße 25;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602245;2-fach Sporthalle;D;33818;Leopoldshöhe;Schulstraße 21;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602246;Grundschule Kampstraße;D;32657;Lemgo;Kampstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602247;Gesamtschule (Karla-Raveh);D;32657;Lemgo;Vogelsang 31;0 52 61 / 25 84 0;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Haftmittel für HSG Handball Lemgo mJA1 und mJB1 sowie ""Lemgo Youngsters"" erlaubt";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602250;Pelizaeus-Gymnasium;D;33102;Paderborn;Gierswall 2;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602251;Goerdeler-Schule;D;33102;Paderborn;Goerdeler Straße 35;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602252;Sportzentrum Maspernplatz;D;33102;Paderborn;Schützenweg 1b;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602253;Schulzentrum Andreas-Winter;D;33104;Schloß Neuhaus;Sertürner Straße;05254/13982;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602254;Sporthalle Sennelager;D;33104;Sennelager;Bielefelder Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
